nop1	CORRECT	0.8243920199999998
nop2	CORRECT	0.9654296500000001
nop3	CORRECT	1.2180928899999999
nop4	CORRECT	1.1267765000000005
nop5	CORRECT	0.9484016700000001
nop6	CORRECT	0.9572645100000001
nop7	INCORRECT	1.2328366199999998
nop8	CORRECT	1.1954230300000008
nop9	CORRECT	0.9602721900000003
nop10	CORRECT	1.0314943399999998
nop11	CORRECT	0.7808460600000003
nop12	CORRECT	0.9645064400000003
nop13	CORRECT	0.82554421
nop14	CORRECT	0.9302915199999999
nop15	CORRECT	1.2836282600000004
nop16	CORRECT	1.4432709799999999
nop17	CORRECT	1.20227518
nop18	CORRECT	1.1332801199999998
nop19	CORRECT	1.2036135600000002
nop20	CORRECT	1.0748355600000004
