nop1	CORRECT	33.0
nop2	CORRECT	43.0
nop3	CORRECT	785.0
nop4	CORRECT	790.0
nop5	CORRECT	35.0
nop6	CORRECT	48.0
nop7	CORRECT	771.0
nop8	CORRECT	789.0
nop9	CORRECT	48.0
nop10	CORRECT	45.0
nop11	CORRECT	44.0
nop12	CORRECT	44.0
nop13	CORRECT	38.0
nop14	CORRECT	44.0
nop15	CORRECT	5521.0
nop16	CORRECT	1536.0
nop17	CORRECT	45.0
nop18	CORRECT	65.0
nop19	CORRECT	742.0
nop20	CORRECT	766.0
